	iata	icao	latitude	longitude	pm10
6666	HFF	KHFF	35.0363	-79.4978	6.2
6667	HFD	KHFD	41.7367	-72.6494	2.57
6668	SKW	PASW	61.9653	-151.191	0.5
6669	HEZ	KHEZ	31.6137	-91.2973	5.1
6670	SLB	KSLB	42.5973	-95.2407	7.49
6671	SLC	KSLC	40.7884	-111.978	27.47
6672	SLE	KSLE	44.9095	-123.003	5.37
6673	SLG	KSLG	36.1919	-94.49	7.74
6674	FOB		39.4743	-123.796	0.52
6675	HES	KHRI	45.8282	-119.259	13.73
6676	SLK	KSLK	44.3853	-74.2062	4.29
6677	SLN	KSLN	38.791	-97.6522	8.8
6678	SLO	KSLO	38.6429	-88.9642	5.17
6679	SLQ	PASL	61.7005	-157.166	0.5
6680	SLR	KSLR	33.1598	-95.6211	5.25
6681	SLT	KANK	38.5383	-106.049	1.14
6682	HEE	KHEE	34.5766	-90.6762	7.1
6683	HED		55.8014	-160.899	0.53
6684	SME	KSME	37.0534	-84.6159	4.21
6685	SMF	KSMF	38.6954	-121.591	0.81
6686	SMK	PAMK	63.4901	-162.11	0.5
6687	HDN	KHDN	40.4812	-107.218	6.68
6688	SMN	KSMN	45.1238	-113.881	2.23
6689	SMO	KSMO	34.0158	-118.451	6.67
6690	HDH	PHDH	21.5795	-158.197	3.48
6691	HDE	KHDE	40.4521	-99.3365	11.24
6692	SMU	PASP	61.812	-147.507	0.5
6693	SMX	KSMX	34.8989	-120.457	0.7
6694	SNA	KSNA	33.6757	-117.868	7.32
6695	HCW	KCQW	34.7129	-79.957	7.05
6696	HCR	PAHC	62.1883	-159.775	0.5
6697	HCC		42.2913	-73.7103	8.09
6698	HCA	KBPG	32.2126	-101.522	11.97
6699	SNK	KSNK	32.6934	-100.95	13.3
6700	SNL	KSNL	35.3579	-96.9428	12.38
6701	SNP	PASN	57.1673	-170.22	0.55
6702	HBR	KHBR	34.9913	-99.0513	17.91
6703	SNS	KSNS	36.6628	-121.606	0.62
6704	HBK		34.9407	-110.138	11.96
6705	HBH		57.4122	-133.438	0.51
6706	SNY	KSNY	41.1013	-102.985	5.61
6707	HBG	KHBG	31.2648	-89.2528	5.57
6708	HBB		32.7668	-103.209	15.22
6709	HAR	KCXY	40.2171	-76.8515	6.22
6710	SOL		64.5605	-164.446	0.51
6711	SOP	KSOP	35.2374	-79.3912	5.7
6712	HAO	KHAO	39.3638	-84.522	13.74
6713	SOV	PASO	59.4424	-151.704	0.52
6714	SOW	KSOW	34.2655	-110.006	1.91
6715	HAI	KHAI	41.9598	-85.5934	12.21
6716	HAF	KHAF	37.5134	-122.501	0.94
6717	SPA	KSPA	34.9157	-81.9565	12.78
6718	HAB	KHAB	34.1176	-87.9982	8.19
6719	SPF	KSPF	44.4803	-103.783	5.89
6720	SPG	KSPG	27.7651	-82.627	7.97
6721	SPI	KSPI	39.8441	-89.6779	7.56
6722	GYR	KGYR	33.4225	-112.376	11.99
6723	SPS	KSPS	33.9888	-98.4919	14.28
6724	SPW	KSPW	43.1655	-95.2028	9.18
6725	SPZ	KASG	36.1764	-94.1193	7.19
6726	SQA	KIZA	34.6068	-120.076	0.58
6727	GXY	KGXY	40.4374	-104.633	4.33
6728	GWV		39.9487	-80.7595	7.15
6729	GWS	KGWS	39.5083	-107.311	6.22
6730	SQI	KSQI	41.7428	-89.6763	8.5
6731	GWO	KGWO	33.4943	-90.0847	7.27
6732	SQL	KSQL	37.5119	-122.25	1.47
6733	SQV		48.0981	-123.187	6.0
6734	GVT	KGVT	33.0678	-96.0653	4.93
6735	GVL	KGVL	34.2726	-83.8302	10.01
6736	GVE	KGVE	38.156	-78.1658	8.31
6737	GUY	KGUY	36.6851	-101.508	7.49
6738	SRC	KSRC	35.2106	-91.7375	3.85
6739	SRF		38.06	-122.51	1.94
6740	GUP	KGUP	35.5111	-108.789	5.48
6741	GUF	KJKA	30.2905	-87.6718	3.11
6742	SRQ	KSRQ	27.3954	-82.5544	6.94
6743	GUC	KGUC	38.5339	-106.933	1.51
6744	SRV		61.7897	-156.589	0.5
6745	SRW	KRUQ	35.6459	-80.5203	7.79
6746	GTY		39.8409	-77.2742	7.53
6747	GTR	KGTR	33.4503	-88.5914	10.28
6748	GTP		42.5101	-123.388	1.49
6749	SSC	KSSC	33.9727	-80.4706	6.73
6750	SSF	KSSF	29.337	-98.4711	16.93
6751	GTG	KGTG	45.7981	-92.6644	7.9
6752	SSI	KSSI	31.1518	-81.3913	2.51
6753	GTF	KGTF	47.482	-111.371	4.1
6754	GST	PAGS	58.4253	-135.707	0.52
6755	SSW		48.6729	-123.176	5.44
6756	GSP	KGSP	34.8957	-82.2189	8.94
6757	GSO	KGSO	36.0978	-79.9373	9.09
6758	STC	KSTC	45.5466	-94.0599	10.85
6759	STE	KSTE	44.5452	-89.5303	6.07
6760	GSB	KGSB	35.3394	-77.9606	3.79
6761	STG	PAPB	56.5783	-169.662	0.55
6762	STJ	KSTJ	39.7719	-94.9097	6.79
6763	STK	KSTK	40.6153	-103.265	7.31
6764	STL	KSTL	38.7487	-90.37	8.07
6765	STP	KSTP	44.9345	-93.06	15.8
6766	STQ	KOYM	41.4125	-78.5026	5.5
6767	GRR	KGRR	42.8808	-85.5228	10.72
6768	STS	KSTS	38.509	-122.813	1.49
6769	GRN	KGRN	42.806	-102.175	16.71
6770	SUA	KSUA	27.1817	-80.2211	13.4
6771	GRM	KCKC	47.8383	-90.3829	0.59
6772	SUD	KSUD	35.7896	-96.6557	11.04
6773	SUE	KSUE	44.8437	-87.4215	4.78
6774	GRK	KGRK	31.0672	-97.8289	11.64
6775	SUM	KSMS	33.995	-80.3613	6.72
6776	SUN	KSUN	43.5044	-114.296	3.72
6777	SUO		43.8763	-121.453	0.53
6778	GRI	KGRI	40.9675	-98.3096	9.5
6779	GRF	KGRF	47.0792	-122.581	8.07
6780	SUS	KSUS	38.6621	-90.652	3.87
6781	SUU	KSUU	38.2627	-121.927	1.54
6782	GRE	KGRE	38.8362	-89.3784	6.56
6783	SUW	KSUW	46.6897	-92.0947	3.38
6784	SUX	KSUX	42.4026	-96.3844	10.6
6785	SVA	PASA	63.6864	-170.493	1.7
6786	GRD	KGRD	34.2487	-82.1591	8.61
6787	SVC	KSVC	32.6365	-108.156	10.36
6788	SVE	KSVE	40.3757	-120.573	4.1
6789	SVH	KSVH	35.7653	-80.9539	11.37
6790	GRB	KGRB	44.4851	-88.1296	5.96
6791	GQQ	KGQQ	40.7534	-82.7238	7.34
6792	GPZ	KGPZ	47.2111	-93.5098	2.76
6793	GPT	KGPT	30.4073	-89.0701	3.67
6794	SVN	KSVN	32.01	-81.1457	3.46
6795	GON	KGON	41.3301	-72.0451	1.46
6796	SVS		66.0172	-149.055	0.5
6797	GOL		42.4134	-124.424	0.63
6798	GOK	KGOK	35.8498	-97.4156	12.56
6799	SVW	PASV	61.0974	-155.574	0.51
6800	SWD	PAWD	60.1269	-149.419	0.5
6801	GNV	KGNV	29.6901	-82.2718	2.62
6802	GNU		59.1174	-161.577	0.6
6803	SWO	KSWO	36.1612	-97.0857	10.91
6804	GNT	KGNT	35.1673	-107.902	2.78
6805	SWW	KSWW	32.4674	-100.467	12.2
6806	GNG	KGNG	42.9172	-114.765	20.94
6807	GNF		39.9439	-120.945	0.53
6808	GMV		37.0167	-110.201	37.92
6809	GMU	KGMU	34.8479	-82.35	8.94
6810	GMT	PAGZ	65.4021	-161.281	0.5
6811	SXP		62.5206	-164.848	0.5
6812	SXQ	PASX	60.4757	-151.034	0.54
6813	GLW	KGLW	37.0318	-85.9537	4.14
6814	GLV	PAGL	64.5505	-163.007	0.5
6815	SXY		42.3026	-75.416	5.08
6816	SYA	PASY	52.7123	174.114	0.84
6817	SYB		58.3733	-152.202	0.52
6818	GLS	KGLS	29.2653	-94.8604	8.32
6819	GLR	KGLR	45.0135	-84.7036	5.91
6820	SYI	KSYI	35.5601	-86.4425	6.96
6821	SYN	KSYN	44.4755	-93.0163	10.51
6822	GLH	KGLH	33.4829	-90.9856	5.05
6823	GLE	KGLE	33.6514	-97.197	13.94
6824	SYR	KSYR	43.1112	-76.1063	7.66
6825	GLD	KGLD	39.3706	-101.699	4.38
6826	GLB		33.3531	-110.667	14.28
6827	SYV	KSYV	31.5585	-83.8957	1.52
6828	GKT	KGKT	35.8578	-83.5287	9.33
6829	GKN	PAGK	62.1549	-145.457	0.5
6830	GJT	KGJT	39.1224	-108.527	7.14
6831	SZL	KSZL	38.7303	-93.5479	4.12
6832	SZN	KSZN	34.0606	-119.915	1.01
6833	SZP	KSZP	34.3472	-119.061	3.65
6834	TAD	KTAD	37.2594	-104.341	2.62
6835	TAL	PATA	65.1744	-152.109	0.5
6836	GIF	KGIF	28.0629	-81.7533	6.18
6837	GHM	KGHM	35.8374	-87.4454	7.09
6838	GGW	KGGW	48.2125	-106.615	16.16
6839	TBC		36.0928	-111.383	37.82
6840	GGG	KGGG	32.384	-94.7115	10.08
6841	AAF	KAAF	29.7275	-85.0275	1.5
6842	ABE	KABE	40.6521	-75.4408	3.53
6843	ABI	KABI	32.4113	-99.6819	12.96
6844	GGE	KGGE	33.3117	-79.3196	6.09
6845	ABL	PAFM	67.1063	-157.857	0.5
6846	ABQ	KABQ	35.0402	-106.609	40.06
6847	GFL	KGFL	43.3412	-73.6103	2.15
6848	TBN	KTBN	37.7416	-92.1407	4.12
6849	ABR	KABR	45.4491	-98.4218	7.28
6850	ABY	KABY	31.5355	-84.1945	2.56
6851	TBR	KTBR	32.4827	-81.7369	4.08
6852	GFK	KGFK	47.9493	-97.1761	1.41
6853	GEY	KGEY	44.5168	-108.083	14.83
6854	ACB	KACB	44.9886	-85.1984	6.11
6855	ACK	KACK	41.2531	-70.0602	0.85
6856	ACT	KACT	31.6113	-97.2305	11.1
6857	ACV	KACV	40.9781	-124.109	0.55
6858	GEG	KGEG	47.6199	-117.534	12.19
6859	ACY	KACY	39.4576	-74.5772	5.82
6860	TCC	KTCC	35.1828	-103.603	21.32
6861	GED	KGED	38.6892	-75.3589	3.96
6862	ADG	KADG	41.8677	-84.0773	7.83
6863	ADK	PADK	51.878	-176.646	3.57
6864	ADM	KADM	34.303	-97.0196	12.73
6865	ADQ	PADQ	57.75	-152.494	0.55
6866	GDW	KGDW	43.9706	-84.475	8.41
6867	TCL	KTCL	33.2206	-87.6114	5.19
6868	TCM	KTCM	47.1377	-122.476	8.07
6869	ADR	KPHH	33.4517	-79.5262	6.09
6870	GDV	KGDV	47.1387	-104.807	11.02
6871	ADS	KADS	32.9686	-96.8364	12.34
6872	ADT	KADH	34.8043	-96.6713	11.03
6873	TCS	KTCS	33.2369	-107.272	3.4
6874	TCT		62.9932	-156.029	0.5
6875	ADW	KADW	38.8108	-76.867	17.52
6876	GDM	KGDM	42.55	-72.0161	0.66
6877	AEL	KAEL	43.6815	-93.3672	6.66
6878	GDH		59.747	-158.875	0.52
6879	AET	PFAL	66.5518	-152.622	0.5
6880	AEX	KAEX	31.3274	-92.5498	8.12
6881	GDC	KGYH	34.7583	-82.3764	17.6
6882	AFF	KAFF	38.9697	-104.813	1.53
6883	GCY	KGCY	36.193	-82.8151	11.28
6884	GCW		35.9904	-113.816	7.25
6885	TDO	KTDO	46.4772	-122.806	5.02
6886	AFN	KAFN	42.8051	-72.003	0.66
6887	GCN	KGCN	35.9524	-112.147	9.06
6888	AFO	KAFO	42.7112	-110.942	2.6
6889	AFW	KAFW	32.9876	-97.3188	16.5
6890	TDW	KTDW	35.1699	-101.826	22.81
6891	AGC	KAGC	40.3544	-79.9302	11.62
6892	TDZ	KTDZ	41.5649	-83.4823	10.01
6893	AGN	PAGN	57.5036	-134.585	0.52
6894	TEB	KTEB	40.8501	-74.0608	5.06
6895	GCK	KGCK	37.9275	-100.724	17.39
6896	GCD		47.922	-119.083	4.28
6897	GCC	KGCC	44.3489	-105.539	24.06
6898	AGO	KAGO	33.228	-93.217	4.24
6899	TEH		63.1339	-142.519	0.5
6900	AGS	KAGS	33.3699	-81.9645	10.45
6901	TEK		60.8714	-146.69	0.5
6902	AHC	KAHC	40.2662	-120.153	12.18
6903	GBR	KGBR	42.1842	-73.4032	6.36
6904	AHD		34.147	-97.1227	13.19
6905	AHF		40.3395	-99.9065	12.45
6906	AHH	KAHH	45.2811	-92.3754	5.76
6907	AHM		42.1903	-122.661	0.69
6908	AHN	KAHN	33.9486	-83.3263	20.75
6909	AIA	KAIA	42.0532	-102.804	8.54
6910	GBH	PAGB	68.4797	-149.49	0.5
6911	TEX	KTEX	37.9538	-107.908	4.63
6912	GBG	KGBG	40.938	-90.4311	4.03
6913	GBD	KGBD	38.3443	-98.8592	13.94
6914	AIK	KAIK	33.6494	-81.685	8.23
6915	AIN	PAWI	70.638	-159.995	0.5
6916	AIO	KAIO	41.4073	-95.0469	5.5
6917	AIV	KAIV	33.1065	-88.1978	5.1
6918	AIZ	KAIZ	38.096	-92.5495	3.54
6919	GAM	PAGM	63.7668	-171.733	1.28
6920	AKB	PAAK	52.2203	-174.206	6.77
6921	AKC	KAKR	41.0375	-81.4669	11.93
6922	AKI	PFAK	60.9029	-161.231	0.51
6923	AKK	PAKH	56.9387	-154.183	0.54
6924	AKN	PAKN	58.6768	-156.649	0.52
6925	TGE		32.4919	-85.7756	6.92
6926	AKO	KAKO	40.1756	-103.222	5.08
6927	AKP	PAKP	68.1336	-151.743	0.5
6928	ALB	KALB	42.7483	-73.8017	7.69
6929	ALE		30.3842	-103.684	18.56
6930	ALI	KALI	27.7409	-98.0269	9.48
6931	GAL	PAGA	64.7362	-156.937	0.5
6932	GAI	KGAI	39.1683	-77.166	10.73
6933	ALM	KALM	32.8399	-105.991	14.89
6934	GAG	KGAG	36.2955	-99.7764	16.92
6935	ALN	KALN	38.8903	-90.046	8.47
6936	ALO	KALO	42.5571	-92.4003	4.55
6937	ALS	KALS	37.4349	-105.867	3.52
6938	ALW	KALW	46.0949	-118.288	7.75
6939	GAD	KGAD	33.9726	-86.089	9.85
6940	ALX	KALX	32.9147	-85.963	12.38
6941	THA	KTHA	35.3801	-86.2464	6.29
6942	ALZ		56.8995	-154.248	0.54
6943	AMA	KAMA	35.2194	-101.706	23.47
6944	GAB	KGAB	38.9241	-117.959	5.46
6945	FYV	KFYV	36.0051	-94.1701	7.19
6946	AMK		37.2032	-107.869	4.82
6947	AMN	KAMN	43.3221	-84.688	6.52
6948	AMW	KAMW	41.992	-93.6218	8.56
6949	ANB	KANB	33.5882	-85.8581	12.68
6950	THM	KTHM	47.5735	-115.281	0.69
6951	ANC	PANC	61.1744	-149.996	0.59
6952	FYU	PFYU	66.5715	-145.25	0.5
6953	THP	KTHP	43.7136	-108.39	3.94
6954	AND	KAND	34.4946	-82.7094	10.68
6955	FYM	KFYM	35.0597	-86.564	7.37
6956	ANI	PANI	61.5816	-159.543	0.5
6957	ANN	PANT	55.0424	-131.572	0.6
6958	FXY	KFXY	43.2347	-93.6241	7.15
6959	THV	KTHV	39.917	-76.873	8.0
6960	ANP	KANP	38.9429	-76.5684	15.78
6961	ANV	PANV	62.6467	-160.191	0.5
6962	ANW	KANW	42.5792	-99.993	13.36
6963	ANY	KANY	37.1585	-98.0796	10.68
6964	FXE	KFXE	26.1973	-80.1707	11.14
6965	AOH	KAOH	40.7069	-84.0267	6.98
6966	FWL	PAFW	62.5093	-153.892	0.5
6967	FWH	KNFW	32.7692	-97.4415	16.36
6968	AOO	KAOO	40.2964	-78.32	5.36
6969	AOS		57.4715	-153.815	0.53
6970	APA	KAPA	39.5701	-104.849	8.78
6971	APC	KAPC	38.2132	-122.281	1.34
6972	TIK	KTIK	35.4147	-97.3866	11.68
6973	APF	KAPF	26.1526	-81.7753	7.09
6974	FUL	KFUL	33.872	-117.98	21.29
6975	APG	KAPG	39.4662	-76.1688	6.16
6976	APH	KAPH	38.0689	-77.3183	6.78
6977	APN	KAPN	45.0781	-83.5603	7.27
6978	FTY	KFTY	33.7791	-84.5214	38.22
6979	APT	KAPT	35.0607	-85.5853	7.83
6980	APV	KAPV	34.5753	-117.186	4.75
6981	TIW	KTIW	47.2679	-122.578	11.91
6982	TIX	KTIX	28.5148	-80.7992	6.98
6983	AQY		60.9661	-149.126	1.39
6984	ARA	KARA	30.0378	-91.8839	9.8
6985	FTW	KFTW	32.8198	-97.3624	16.5
6986	ARB	KARB	42.223	-83.7456	8.22
6987	FTK	KFTK	37.9071	-85.9721	4.6
6988	ARC	PARC	68.1147	-145.579	0.5
6989	FTI	NSFQ	-14.2172	-169.425	1.13
6990	ARE	TJAB	18.45	-66.6753	2.6
6991	ARG	KARG	36.1247	-90.9251	5.93
6992	FSU	KFSU	34.4834	-104.217	23.1
6993	ART	KART	43.9919	-76.0217	5.49
6994	FST	KFST	30.9157	-102.916	14.19
6995	TKA	PATK	62.3205	-150.094	0.51
6996	ARV	KARV	45.9279	-89.7309	5.5
6997	FSM	KFSM	35.3366	-94.3674	6.26
6998	TKE		57.7797	-135.218	0.54
6999	TKF	KTRK	39.32	-120.14	0.57
7000	FSK	KFSK	37.7984	-94.7694	6.48
7001	ASE	KASE	39.2232	-106.869	2.54
7002	TKI		55.9371	-133.327	0.82
7003	TKJ	PFTO	63.3295	-142.954	0.5
7004	FSI	KFSI	34.6498	-98.4022	13.8
7005	TKL		58.4897	-133.943	0.53
7006	FSD	KFSD	43.582	-96.7419	10.33
7007	ASH	KASH	42.7817	-71.5148	0.76
7008	ASL	KASL	32.5205	-94.3078	6.63
7009	ASN	KASN	33.5699	-86.0509	10.9
7010	FRY	KIZG	43.9911	-70.9479	1.09
7011	ASQ		39.468	-117.195	7.94
7012	AST	KAST	46.158	-123.879	3.19
7013	FRR	KFRR	38.9175	-78.2535	7.27
7014	ASX	KASX	46.5485	-90.919	2.15
7015	ASY	KASY	46.0239	-99.3526	7.74
7016	ATE		34.1926	-95.6499	5.32
7017	ATK	PATQ	70.4673	-157.436	0.51
7018	TLA	PATE	65.2404	-166.339	0.5
7019	ATL	KATL	33.6367	-84.4281	38.22
7020	ATO	KUNI	39.211	-82.2314	8.32
7021	FRN	PAFR	61.2664	-149.653	0.64
7022	ATS	KATS	32.8525	-104.468	5.85
7023	TLF		63.3939	-153.269	0.54
7024	ATT		60.8667	-162.273	0.51
7025	TLH	KTLH	30.3965	-84.3503	2.44
7026	TLJ	PATL	62.8944	-155.977	0.5
7027	ATU	PAAT	52.8284	173.18	0.83
7028	FRM	KFRM	43.6439	-94.4156	10.87
7029	ATW	KATW	44.2581	-88.5191	5.97
7030	FRI	KFRI	39.0553	-96.7645	10.58
7031	FRG	KFRG	40.7288	-73.4134	18.65
7032	TLR	KTLR	36.1563	-119.326	1.88
7033	ATY	KATY	44.914	-97.1547	8.04
7034	TLT		61.0968	-160.969	0.51
7035	FRD	KFHR	48.522	-123.024	6.42
7036	FPY		30.0693	-83.5806	1.76
7037	AUG	KAUG	44.3206	-69.7973	3.83
7038	FPR	KFPR	27.4951	-80.3683	11.8
7039	AUK		62.68	-164.66	0.51
7040	AUM	KAUM	43.665	-92.9334	6.63
7041	TMA	KTMA	31.429	-83.4885	1.47
7042	TMB	KTMB	25.6479	-80.4328	11.9
7043	FOK	KFOK	40.8437	-72.6318	1.24
7044	AUN	KAUN	38.9548	-121.082	0.71
7045	FOE	KFOE	38.9509	-95.6636	6.6
7046	AUO	KAUO	32.6151	-85.434	9.61
7047	AUS	KAUS	30.1945	-97.6699	11.45
7048	AUW	KAUW	44.9262	-89.6266	6.5
7049	FOD	KFOD	42.5515	-94.1926	8.99
7050	AUZ	KARR	41.7719	-88.4757	7.32
7051	AVL	KAVL	35.4362	-82.5418	16.41
7052	FNT	KFNT	42.9654	-83.7436	7.27
7053	FNR	PANR	58.2544	-134.898	0.52
7054	AVO	KAVO	27.5912	-81.5278	7.43
7055	FNL	KFNL	40.4518	-105.011	2.18
7056	AVP	KAVP	41.3385	-75.7234	5.91
7057	AVW	KAVQ	32.4096	-111.218	13.32
7058	AVX	KAVX	33.4049	-118.416	1.19
7059	AWM	KAWM	35.1351	-90.2344	5.26
7060	AXB		44.312	-75.9003	8.9
7061	TNC	PATC	65.5631	-167.922	0.59
7062	FMY	KFMY	26.5866	-81.8633	7.56
7063	FMU		43.9828	-124.111	2.12
7064	FMS	KFSW	40.6593	-91.3268	2.7
7065	AXG	KAXA	43.0779	-94.272	9.98
7066	FMN	KFMN	36.7412	-108.23	9.63
7067	FMH	KFMH	41.6584	-70.5214	2.88
7068	FME	KFME	39.0854	-76.7594	15.32
7069	TNK		60.5755	-165.272	0.63
7070	AXN	KAXN	45.8663	-95.3947	4.79
7071	FLX	KFLX	39.4991	-118.749	41.69
7072	MGW	KMGW	39.6429	-79.9163	6.12
7073	MGY	KMGY	39.589	-84.2249	12.44
7074	TNP	KTNP	34.1316	-115.946	24.67
7075	MFI	KMFI	44.6369	-90.1893	5.08
7076	MFH		36.835	-114.055	9.8
7077	FLV	KFLV	39.3683	-94.9147	7.47
7078	TNT	KTNT	25.8618	-80.897	8.76
7079	TNU	KTNU	41.6744	-93.0217	5.02
7080	MHE	KMHE	43.7748	-98.0386	8.01
7081	FLT		62.4526	-157.989	0.5
7082	MFE	KMFE	26.1758	-98.2386	9.82
7083	MFD	KMFD	40.8214	-82.5166	6.62
7084	TOA	KTOA	33.8034	-118.34	8.95
7085	MHK	KMHK	39.141	-96.6708	10.58
7086	TOC	KTOC	34.5938	-83.2958	7.17
7087	MHL	KMHL	39.0958	-93.2029	3.79
7088	MHN	KMHN	42.0422	-101.059	10.06
7089	MHR	KMHR	38.5539	-121.298	0.76
7090	TOG	PATG	59.0528	-160.397	0.57
7091	TOI	KTOI	31.8604	-86.0121	6.63
7092	FLP	KFLP	36.2909	-92.5903	3.84
7093	TOL	KTOL	41.5868	-83.8078	7.23
7094	MHS		41.2632	-122.272	0.53
7095	FLO	KFLO	34.1854	-79.7239	6.38
7096	TOP	KTOP	39.0687	-95.6225	6.64
7097	MHT	KMHT	42.9326	-71.4357	0.72
7098	TOR	KTOR	42.0645	-104.153	6.78
7099	MHV	KMHV	35.0594	-118.152	10.69
7100	MEV	KMEV	39.0003	-119.751	12.52
7101	MER	KMER	37.3805	-120.568	0.63
7102	FLL	KFLL	26.0726	-80.1527	11.14
7103	MIA	KMIA	25.7932	-80.2906	12.94
7104	FLG	KFLG	35.1385	-111.671	4.97
7105	FLD	KFLD	43.7712	-88.4884	9.03
7106	TPA	KTPA	27.9755	-82.5332	6.55
7107	FKN	KFKN	36.6981	-76.9038	5.29
7108	MIB	KMIB	48.4156	-101.358	2.44
7109	TPF	KTPF	27.9156	-82.4493	6.55
7110	MIC	KMIC	45.062	-93.3539	10.68
7111	TPH	KTPH	38.0602	-117.087	12.86
7112	MEO	KMQI	35.919	-75.6955	4.54
7113	MIF		31.5825	-102.909	11.0
7114	FKL	KFKL	41.3779	-79.8604	8.41
7115	TPL	KTPL	31.1525	-97.4078	11.83
7116	MEM	KMEM	35.0424	-89.9767	7.99
7117	MEJ	KGKJ	41.6265	-80.2147	9.76
7118	MEI	KMEI	32.3326	-88.7519	6.49
7119	FIL	KFOM	38.9583	-112.363	5.93
7120	FID		41.2513	-72.0316	1.46
7121	MIO	KMIO	36.9092	-94.8875	7.05
7122	MIQ	KMLE	41.195	-96.1148	10.32
7123	MIT	KMIT	35.5074	-119.192	2.28
7124	MIV	KMIV	39.3678	-75.0722	5.8
7125	FHU	KFHU	31.5885	-110.344	1.74
7126	MIW	KMIW	42.1128	-92.9178	4.63
7127	FFT	KCXY	38.1825	-84.9047	5.99
7128	MDT	KMDT	40.1935	-76.7634	8.62
7129	MDO	PAMD	59.4499	-146.307	1.68
7130	FFO	KFFO	39.8261	-84.0483	10.85
7131	MDJ		44.6702	-121.155	4.6
7132	MJQ	KMJQ	43.65	-94.9867	10.39
7133	TRH		35.8125	-117.327	18.84
7134	TRI	KTRI	36.4752	-82.4074	10.84
7135	FFM	KFFM	46.2844	-96.1567	4.59
7136	TRL	KTRL	32.7092	-96.2674	4.79
7137	TRM	KTRM	33.6267	-116.16	9.4
7138	FFL	KFFL	41.0533	-91.9789	2.4
7139	FFA	KFFA	36.0182	-75.6713	4.28
7140	MDH	KMDH	37.7781	-89.252	4.44
7141	MDF	KMDZ	45.101	-90.3033	4.25
7142	FET	KFET	41.4491	-96.5202	8.38
7143	MDD	KMDD	32.0365	-102.101	12.79
7144	FEP	KFEP	42.2462	-89.582	7.51
7145	MJX	KMJX	39.9275	-74.2924	5.46
7146	TRX	KTRX	40.0836	-93.5908	4.06
7147	MCW	KMCW	43.1578	-93.3313	6.56
7148	MKC	KMKC	39.1232	-94.5928	9.07
7149	MKE	KMKE	42.9472	-87.8966	12.34
7150	MKG	KMKG	43.1695	-86.2382	6.92
7151	MCO	KMCO	28.4294	-81.309	7.79
7152	FDY	KFDY	41.0135	-83.6687	9.17
7153	TSG		63.3744	-143.336	0.5
7154	FDR	KFDR	34.352	-98.9839	16.02
7155	FDK	KFDK	39.4176	-77.3743	10.61
7156	MKK	PHMK	21.1529	-157.096	4.08
7157	TSM	KSKX	36.4582	-105.672	2.04
7158	MKL	KMKL	35.5999	-88.9156	7.21
7159	TSP	KTSP	35.135	-118.439	1.51
7160	MKO	KMKO	35.6565	-95.3667	7.73
7161	MCN	KMCN	32.6928	-83.6492	7.92
7162	MCL	PAIN	63.7326	-148.911	0.5
7163	MCK	KMCK	40.2063	-100.592	11.46
7164	FCY	KFCY	34.942	-90.775	7.11
7165	FCS	KFCS	38.6784	-104.757	10.54
7166	MKT	KMKT	44.2216	-93.9187	10.28
7167	MCI	KMCI	39.2976	-94.7139	7.71
7168	FCM	KFCM	44.8272	-93.4571	15.05
7169	FCH	KFCH	36.7324	-119.82	2.08
7170	TTD	KTTD	45.5494	-122.401	8.59
7171	FCA	KGPI	48.3105	-114.256	2.72
7172	MCG	PAMC	62.9529	-155.606	0.5
7173	MCF	KMCF	27.8493	-82.5212	6.55
7174	FBY	KFBY	40.183	-97.1693	7.27
7175	FBS		48.5373	-123.01	6.42
7176	FBR	KFBR	41.3919	-110.407	24.59
7177	TTN	KTTN	40.2767	-74.8135	4.57
7178	TTO	KBTN	45.8152	-97.7431	5.39
7179	FBL	KFBL	44.3284	-93.3125	7.88
7180	MCE	KMCE	37.2847	-120.514	0.63
7181	MLB	KMLB	28.1028	-80.6453	8.53
7182	MLC	KMLC	34.8824	-95.7835	6.31
7183	MLD	KMLD	42.1666	-112.297	20.6
7184	FBK	PAFB	64.8375	-147.614	0.58
7185	FBG	KFBG	35.1318	-78.9367	5.43
7186	MLF	KMLF	38.6097	-112.986	11.07
7187	FAY	KFAY	34.9912	-78.8803	7.26
7188	MCD	KMCD	45.8649	-84.6373	3.38
7189	MCC	KMCC	38.6676	-121.401	0.81
7190	MLI	KMLI	41.4485	-90.5075	6.02
7191	MLJ	KMLJ	33.1542	-83.2407	3.74
7192	FAT	KFAT	36.7762	-119.718	2.34
7193	MLK		48.3669	-107.919	19.29
7194	TUL	KTUL	36.1984	-95.8881	9.04
7195	FAR	KFAR	46.9207	-96.8158	3.59
7196	MLL	PADM	61.8643	-162.026	0.5
7197	MCB	KMCB	31.1785	-90.4719	6.01
7198	TUP	KTUP	34.2681	-88.7699	7.27
7199	MBY	KMBY	39.4639	-92.427	2.98
7200	FAM	KFAM	37.7611	-90.4286	4.1
7201	TUS	KTUS	32.1161	-110.941	11.98
7202	MLS	KMLS	46.428	-105.886	9.8
7203	MLT	KMLT	45.6478	-68.6856	0.57
7204	FAK		57.5322	-135.213	0.58
7205	MLU	KMLU	32.5109	-92.0377	5.73
7206	FAJ	TJFA	18.3089	-65.6619	1.15
7207	MLY	PAML	64.9976	-150.644	0.5
7208	TVC	KTVC	44.7414	-85.5822	7.87
7209	TVF	KTVF	48.0657	-96.185	1.33
